地图编号,地图名字,地图品质,地图等级,普通怪物1,普通数量1,普通怪物2,普通数量2,普通怪物3,普通数量3,普通怪物4,普通数量4,普通怪物5,普通数量5,普通怪物6,普通数量6,精英干将1,精英数量1,精英干将2,精英数量2,精英干将3,精英数量3,头目首领,头目数量
45,血污监牢,3,50,红野猪2907,25,黑野猪2908,25,白野猪2909,20,祖玛老鼠2913,25,0,0,0,0,猪卫斧2911,15,0,0,0,0,虹魔教主2912,2
45,血污监牢,3,55,祖玛老鼠2913,25,祖玛卫士2914,25,祖玛雕像2915,20,月魔蜘蛛2801,30,0,0,0,0,精英卫士2918,15,0,0,0,0,祖玛教主2919,2
45,血污监牢,3,60,月魔蜘蛛2801,30,黑锷蜘蛛2803,30,暴牙蜘蛛2804,20,兽人僵尸2808,30,0,0,0,0,花吻蜘蛛 幻花2805,20,0,0,0,0,幻影蜘蛛2806,3
45,血污监牢,3,65,兽人僵尸2808,30,兽人狂战2809,30,失狼兽骑2810,20,爬行僵尸2880,20,0,0,0,0,精锐狼骑兵2812,20,0,0,0,0,兽人大祭司2813,3
45,血污监牢,4,40,爬行僵尸2880,20,直立僵尸2881,20,僧侣僵尸2882,20,道士僵尸2883,20,山洞蝙蝠2899,20,0,0,矿工僵尸头目2884,10,0,0,0,0,尸王2885,1
45,血污监牢,4,45,山洞蝙蝠2899,20,沃玛战士2900,20,沃玛勇士2901,20,暗黑战士2903,20,红野猪2907,25,0,0,火焰沃玛2904,10,0,0,0,0,沃玛教主2905,1
45,血污监牢,4,50,红野猪2907,25,黑野猪2908,25,白野猪2909,20,野猪射手2910,20,祖玛老鼠2913,25,0,0,猪卫斧2911,15,0,0,0,0,虹魔教主2912,2
45,血污监牢,4,55,祖玛老鼠2913,25,祖玛卫士2914,25,祖玛雕像2915,20,祖玛弓箭手2916,20,月魔蜘蛛2801,30,0,0,精英卫士2918,15,0,0,0,0,祖玛教主2919,2
45,血污监牢,4,60,月魔蜘蛛2801,30,天狼蜘蛛2802,30,黑锷蜘蛛2803,20,暴牙蜘蛛2804,20,兽人僵尸2808,30,0,0,花吻蜘蛛 幻花2805,20,0,0,0,0,幻影蜘蛛2806,3
45,血污监牢,4,65,兽人僵尸2808,30,兽人狂战2809,30,失狼兽骑2810,20,兽人幽魂2811,20,天狼蜘蛛2802,30,0,0,精锐狼骑兵2812,20,0,0,0,0,兽人大祭司2813,3
