守卫编号,是否加载,所处地图,所处地名,所处坐标x,所处坐标y,所处方向,守卫名字,移动坐标,移动阻塞
6723,TRUE,142,边界村,948,491,左上,卫士01,0,TRUE
6723,TRUE,142,边界村,868,440,左下,卫士01,0,TRUE
6723,TRUE,142,边界村,872,444,左下,卫士01,0,TRUE
6723,TRUE,142,边界村,906,416,右下,卫士01,0,TRUE
6723,TRUE,142,边界村,910,412,右下,卫士01,0,TRUE
7119,TRUE,142,边界村,877,430,右方,玛法通驿,0,TRUE
8459,TRUE,142,边界村,898,391,左下,乞食者01,0,TRUE
8460,TRUE,142,边界村,900,390,右下,王氏01,0,TRUE
6160,FALSE,142,边界村,854,458,下方,玛法特使,0,TRUE
7152,FALSE,142,边界村,859,462,下方,新人接待,0,TRUE
4761,TRUE,143,比奇省,1111,545,左下,神算子,0,TRUE
4762,TRUE,143,比奇省,1112,543,左下,平民,0,TRUE
4762,TRUE,143,比奇省,1112,544,左下,平民,0,TRUE
4763,TRUE,143,比奇省,1111,543,上方,平民09,0,TRUE
4764,TRUE,143,比奇省,1010,573,左上,垂钓老者,0,TRUE
4767,TRUE,143,比奇省,1209,582,右上,劳工1,0,TRUE
4767,TRUE,143,比奇省,1187,625,右方,劳工1,0,TRUE
4767,TRUE,143,比奇省,1152,629,下方,劳工1,0,TRUE
4767,TRUE,143,比奇省,1028,654,右下,劳工1,0,TRUE
4768,TRUE,143,比奇省,1208,582,左下,劳工2,0,TRUE
4768,TRUE,143,比奇省,1028,653,上方,劳工2,0,TRUE
4768,TRUE,143,比奇省,1152,628,左方,劳工2,0,TRUE
4769,TRUE,143,比奇省,1157,605,上方,平民10,0,TRUE
4769,TRUE,143,比奇省,1178,647,左方,平民10,0,TRUE
4769,TRUE,143,比奇省,1152,672,左方,平民10,0,TRUE
4769,TRUE,143,比奇省,991,600,左下,平民10,0,TRUE
4769,TRUE,143,比奇省,1122,545,左上,平民10,0,TRUE
4769,TRUE,143,比奇省,1167,567,右下,平民10,0,TRUE
4770,TRUE,143,比奇省,1098,527,右方,平民2,0,TRUE
4770,TRUE,143,比奇省,1122,544,右下,平民2,0,TRUE
4770,TRUE,143,比奇省,1126,552,上方,平民2,0,TRUE
4770,TRUE,143,比奇省,1125,553,左上,平民2,0,TRUE
4770,TRUE,143,比奇省,1160,551,右下,平民2,0,TRUE
4770,TRUE,143,比奇省,1151,582,下方,平民2,0,TRUE
4770,TRUE,143,比奇省,1209,610,左方,平民2,0,TRUE
4770,TRUE,143,比奇省,1156,678,右方,平民2,0,TRUE
4770,TRUE,143,比奇省,1157,684,右下,平民2,0,TRUE
4770,TRUE,143,比奇省,994,624,左下,平民2,0,TRUE
4770,TRUE,143,比奇省,918,662,左下,平民2,0,TRUE
4770,TRUE,143,比奇省,1079,529,左下,平民2,0,TRUE
4770,TRUE,143,比奇省,1121,511,右上,平民2,0,TRUE
4770,TRUE,143,比奇省,1097,526,右上,平民2,0,TRUE
4771,TRUE,143,比奇省,1209,583,下方,劳工3,0,TRUE
4771,TRUE,143,比奇省,1186,624,左上,劳工3,0,TRUE
4771,TRUE,143,比奇省,1027,654,左方,劳工3,0,TRUE
4772,TRUE,143,比奇省,1194,707,左下,阿九09,0,TRUE
4791,TRUE,143,比奇省,1121,603,左下,彩蝶,0,TRUE
4795,TRUE,143,比奇省,1109,622,下方,神秘剑客,0,TRUE
4799,TRUE,143,比奇省,1007,660,右上,工人01,0,TRUE
4800,TRUE,143,比奇省,1196,628,右下,浣纱娘01,0,TRUE
4800,TRUE,143,比奇省,1067,518,右下,浣纱娘01,0,TRUE
6112,TRUE,143,比奇省,1102,622,下方,雷七道01,0,TRUE
6126,TRUE,143,比奇省,1088,551,左下,金家铁匠,0,TRUE
6128,TRUE,143,比奇省,1096,616,左方,江湖侠客,0,TRUE
6146,TRUE,143,比奇省,1124,647,左下,小殊,0,TRUE
6146,TRUE,143,比奇省,730,409,左下,小殊,0,TRUE
6155,TRUE,143,比奇省,1116,608,右方,玛法武士,0,TRUE
6162,TRUE,143,比奇省,1143,591,右下,姬妙手,0,TRUE
6169,TRUE,143,比奇省,1175,635,左下,常百草,0,TRUE
6169,TRUE,143,比奇省,780,348,左方,常百草,0,TRUE
6188,TRUE,143,比奇省,1082,545,左下,金九月,0,TRUE
6192,TRUE,143,比奇省,1086,549,左下,碧橙,0,TRUE
6194,TRUE,143,比奇省,1145,589,右下,印十月,0,TRUE
6242,TRUE,143,比奇省,1101,551,右上,哨探,0,TRUE
6245,TRUE,143,比奇省,1027,696,左下,紫伊,0,TRUE
6252,TRUE,143,比奇省,1103,554,右上,游吟诗人,0,TRUE
6254,TRUE,143,比奇省,1093,559,左下,阿诗,0,TRUE
6274,TRUE,143,比奇省,1107,602,上方,沙城供奉,0,TRUE
6293,TRUE,143,比奇省,1115,642,左下,算命先生,0,TRUE
6301,TRUE,143,比奇省,1116,616,右方,镇魔守将01,0,TRUE
6311,TRUE,143,比奇省,1101,602,上方,活动大使01,0,TRUE
6324,TRUE,143,比奇省,968,167,右下,智瑗,0,TRUE
6324,TRUE,143,比奇省,968,167,右下,智瑗,0,TRUE
6367,TRUE,143,比奇省,940,643,右下,管理员03,0,TRUE
6426,TRUE,143,比奇省,1110,602,上方,淬炼童子,0,TRUE
6434,TRUE,143,比奇省,1103,602,上方,博文,0,TRUE
6441,TRUE,143,比奇省,1094,560,左下,游叔,0,TRUE
6460,TRUE,143,比奇省,1083,615,左下,驯魔者,0,TRUE
6535,TRUE,143,比奇省,1101,618,右下,屠龙之证,0,TRUE
6574,TRUE,143,比奇省,1170,633,左下,史娘,0,TRUE
6575,TRUE,143,比奇省,1165,631,左下,曹叔,0,TRUE
6586,TRUE,143,比奇省,1114,597,左下,命运使01,0,TRUE
6660,TRUE,143,比奇省,1164,625,左下,比奇杂货商01,0,TRUE
6691,TRUE,143,比奇省,1185,535,下方,城门守将,0,TRUE
6692,TRUE,143,比奇省,1104,703,左下,龙相君,0,TRUE
6692,TRUE,143,比奇省,951,165,左下,龙相君,0,TRUE
6693,TRUE,143,比奇省,1119,642,左下,奇云公,0,TRUE
6693,TRUE,143,比奇省,728,407,左下,奇云公,0,TRUE
6694,TRUE,143,比奇省,975,727,左下,防务官,0,TRUE
6695,TRUE,143,比奇省,863,738,左下,卫常,0,TRUE
6696,TRUE,143,比奇省,1010,576,左上,鱼童,0,TRUE
6697,TRUE,143,比奇省,1154,678,左下,叫卖者,0,TRUE
6697,TRUE,143,比奇省,1097,527,左下,叫卖者,0,TRUE
6697,TRUE,143,比奇省,1126,553,右下,叫卖者,0,TRUE
6698,TRUE,143,比奇省,1156,680,右下,平民07,0,TRUE
6698,TRUE,143,比奇省,1154,677,上方,平民07,0,TRUE
6698,TRUE,143,比奇省,945,630,左上,平民07,0,TRUE
6698,TRUE,143,比奇省,1122,512,右上,平民07,0,TRUE
6698,TRUE,143,比奇省,1098,528,右下,平民07,0,TRUE
6698,TRUE,143,比奇省,1096,526,上方,平民07,0,TRUE
6698,TRUE,143,比奇省,1112,544,右方,平民07,0,TRUE
6698,TRUE,143,比奇省,1112,543,右上,平民07,0,TRUE
6698,TRUE,143,比奇省,1127,552,左上,平民07,0,TRUE
6698,TRUE,143,比奇省,1125,554,左方,平民07,0,TRUE
6701,TRUE,143,比奇省,857,735,左上,阿南,0,TRUE
6705,TRUE,143,比奇省,1090,553,左下,七仔,0,TRUE
6709,TRUE,143,比奇省,1161,573,右下,比奇乞丐,0,TRUE
6710,TRUE,143,比奇省,1210,653,左方,扫地劳工,0,TRUE
6710,TRUE,143,比奇省,1190,563,右下,扫地劳工,0,TRUE
6710,TRUE,143,比奇省,1053,683,左上,扫地劳工,0,TRUE
6710,TRUE,143,比奇省,986,718,左上,扫地劳工,0,TRUE
6710,TRUE,143,比奇省,1025,612,左下,扫地劳工,0,TRUE
6710,TRUE,143,比奇省,953,637,左上,扫地劳工,0,TRUE
6710,TRUE,143,比奇省,998,665,左上,扫地劳工,0,TRUE
6710,TRUE,143,比奇省,1015,558,上方,扫地劳工,0,TRUE
6710,TRUE,143,比奇省,1067,511,上方,扫地劳工,0,TRUE
6714,TRUE,143,比奇省,1148,586,右下,紫容,0,TRUE
6717,TRUE,143,比奇省,788,355,右下,香毒,0,TRUE
6717,TRUE,143,比奇省,1106,568,右下,香毒,0,TRUE
6718,TRUE,143,比奇省,1031,554,左下,百师,0,TRUE
6719,TRUE,143,比奇省,820,248,右下,红芸,0,TRUE
6720,TRUE,143,比奇省,848,299,右下,白玉兰,0,TRUE
6721,TRUE,143,比奇省,755,316,左下,容剑,0,TRUE
6723,TRUE,143,比奇省,1020,606,右上,卫士01,0,TRUE
6723,TRUE,143,比奇省,1024,611,右上,卫士01,0,TRUE
6723,TRUE,143,比奇省,1086,627,左下,卫士01,0,TRUE
6723,TRUE,143,比奇省,1091,632,左下,卫士01,0,TRUE
6723,TRUE,143,比奇省,1104,699,左上,卫士01,0,TRUE
6723,TRUE,143,比奇省,1105,698,左上,卫士01,0,TRUE
6723,TRUE,143,比奇省,1106,697,左上,卫士01,0,TRUE
6723,TRUE,143,比奇省,1107,696,左上,卫士01,0,TRUE
6723,TRUE,143,比奇省,1109,695,左上,卫士01,0,TRUE
6723,TRUE,143,比奇省,1108,703,右下,卫士01,0,TRUE
6723,TRUE,143,比奇省,1109,702,右下,卫士01,0,TRUE
6723,TRUE,143,比奇省,1110,701,右下,卫士01,0,TRUE
6723,TRUE,143,比奇省,1111,700,右下,卫士01,0,TRUE
6723,TRUE,143,比奇省,1112,698,右下,卫士01,0,TRUE
6723,TRUE,143,比奇省,1126,678,左上,卫士01,0,TRUE
6723,TRUE,143,比奇省,1129,681,右下,卫士01,0,TRUE
6723,TRUE,143,比奇省,1160,620,左下,卫士01,0,TRUE
6723,TRUE,143,比奇省,1183,529,左下,卫士01,0,TRUE
6723,TRUE,143,比奇省,1190,535,左下,卫士01,0,TRUE
6723,TRUE,143,比奇省,1189,701,左上,卫士01,0,TRUE
6723,TRUE,143,比奇省,1194,697,左上,卫士01,0,TRUE
6723,TRUE,143,比奇省,962,749,左上,卫士01,0,TRUE
6723,TRUE,143,比奇省,969,755,右下,卫士01,0,TRUE
6723,TRUE,143,比奇省,963,158,右下,卫士01,0,TRUE
6723,TRUE,143,比奇省,962,159,右下,卫士01,0,TRUE
6723,TRUE,143,比奇省,951,161,左上,卫士01,0,TRUE
6723,TRUE,143,比奇省,952,160,左上,卫士01,0,TRUE
6723,TRUE,143,比奇省,953,159,左上,卫士01,0,TRUE
6723,TRUE,143,比奇省,954,158,左上,卫士01,0,TRUE
6723,TRUE,143,比奇省,955,157,左上,卫士01,0,TRUE
6723,TRUE,143,比奇省,956,156,左上,卫士01,0,TRUE
6723,TRUE,143,比奇省,957,155,左上,卫士01,0,TRUE
6723,TRUE,143,比奇省,958,154,左上,卫士01,0,TRUE
6723,TRUE,143,比奇省,959,153,左上,卫士01,0,TRUE
6723,TRUE,143,比奇省,961,160,右下,卫士01,0,TRUE
6723,TRUE,143,比奇省,960,161,右下,卫士01,0,TRUE
6723,TRUE,143,比奇省,959,162,右下,卫士01,0,TRUE
6723,TRUE,143,比奇省,958,163,右下,卫士01,0,TRUE
6723,TRUE,143,比奇省,957,164,右下,卫士01,0,TRUE
6723,TRUE,143,比奇省,956,165,右下,卫士01,0,TRUE
6723,TRUE,143,比奇省,955,166,右下,卫士01,0,TRUE
6724,TRUE,143,比奇省,1007,562,左下,弓箭卫士,0,TRUE
6724,TRUE,143,比奇省,1042,582,左下,弓箭卫士,0,TRUE
6724,TRUE,143,比奇省,1047,587,左下,弓箭卫士,0,TRUE
6724,TRUE,143,比奇省,1057,519,左下,弓箭卫士,0,TRUE
6724,TRUE,143,比奇省,1061,554,左上,弓箭卫士,0,TRUE
6724,TRUE,143,比奇省,1100,571,右下,弓箭卫士,0,TRUE
6724,TRUE,143,比奇省,1131,672,左下,弓箭卫士,0,TRUE
6724,TRUE,143,比奇省,1132,581,右下,弓箭卫士,0,TRUE
6724,TRUE,143,比奇省,1135,676,左下,弓箭卫士,0,TRUE
6724,TRUE,143,比奇省,1155,709,右下,弓箭卫士,0,TRUE
6724,TRUE,143,比奇省,1205,658,右下,弓箭卫士,0,TRUE
6726,TRUE,143,比奇省,1111,712,左下,龙迁,0,TRUE
6728,TRUE,143,比奇省,1167,627,左下,麦家铺子,0,TRUE
6728,TRUE,143,比奇省,695,362,左下,麦家铺子,0,TRUE
6733,TRUE,143,比奇省,1096,612,左方,武馆教头02,0,TRUE
6734,TRUE,143,比奇省,1134,673,左下,大刀守卫01,0,TRUE
6736,TRUE,143,比奇省,817,767,上方,死尸,0,TRUE
6737,TRUE,143,比奇省,1097,563,左下,小飞01,0,TRUE
6738,TRUE,143,比奇省,1199,591,右上,平民08,0,TRUE
6738,TRUE,143,比奇省,1084,489,左上,平民08,0,TRUE
6739,TRUE,143,比奇省,1204,597,右下,平民06,0,TRUE
6739,TRUE,143,比奇省,960,707,下方,平民06,0,TRUE
6740,TRUE,143,比奇省,1099,699,左下,沙万军,0,TRUE
6771,TRUE,143,比奇省,1080,543,左下,陈叔,0,TRUE
6790,TRUE,143,比奇省,1178,680,左下,商会使者,0,TRUE
6790,TRUE,143,比奇省,1157,659,左下,商会使者,0,TRUE
6790,TRUE,143,比奇省,1139,641,左下,商会使者,0,TRUE
6790,TRUE,143,比奇省,1121,623,左下,商会使者,0,TRUE
6790,TRUE,143,比奇省,1214,638,右下,商会使者,0,TRUE
6790,TRUE,143,比奇省,1224,608,右下,商会使者,0,TRUE
6790,TRUE,143,比奇省,1186,636,右下,商会使者,0,TRUE
6790,TRUE,143,比奇省,1184,596,右下,商会使者,0,TRUE
6790,TRUE,143,比奇省,1168,545,左下,商会使者,0,TRUE
6790,TRUE,143,比奇省,1141,572,左下,商会使者,0,TRUE
6790,TRUE,143,比奇省,1119,594,左下,商会使者,0,TRUE
6790,TRUE,143,比奇省,1095,596,左下,商会使者,0,TRUE
6790,TRUE,143,比奇省,1077,579,左下,商会使者,0,TRUE
6790,TRUE,143,比奇省,1059,561,左下,商会使者,0,TRUE
6790,TRUE,143,比奇省,1039,540,左下,商会使者,0,TRUE
6790,TRUE,143,比奇省,1102,490,右下,商会使者,0,TRUE
6790,TRUE,143,比奇省,1117,510,右下,商会使者,0,TRUE
6790,TRUE,143,比奇省,1128,524,右下,商会使者,0,TRUE
6790,TRUE,143,比奇省,1102,540,右方,商会使者,0,TRUE
6790,TRUE,143,比奇省,1115,537,右方,商会使者,0,TRUE
6790,TRUE,143,比奇省,1085,523,右方,商会使者,0,TRUE
6798,TRUE,143,比奇省,1096,608,左方,老兵01,0,TRUE
6875,TRUE,143,比奇省,1108,709,左下,阿常01,0,TRUE
6997,TRUE,143,比奇省,1108,630,下方,秦天01,0,TRUE
6999,TRUE,143,比奇省,1116,610,右方,猎魔暗使,0,TRUE
7001,TRUE,143,比奇省,1151,586,右下,雕爷,0,TRUE
7101,TRUE,143,比奇省,1105,602,上方,玛法福利官,0,TRUE
7119,TRUE,143,比奇省,1087,610,左方,玛法通驿,0,TRUE
7151,TRUE,143,比奇省,1116,613,右方,直升礼官,0,TRUE
7166,TRUE,143,比奇省,1097,547,右上,地脉使者01,0,TRUE
8461,TRUE,143,比奇省,1085,617,左下,公告牌1,0,TRUE
8463,TRUE,143,比奇省,809,252,右下,夏二丫,0,TRUE
8464,TRUE,143,比奇省,815,254,右下,朴不二,0,TRUE
8465,TRUE,143,比奇省,1174,634,左下,林达,0,TRUE
8465,TRUE,143,比奇省,690,353,左下,林达,0,TRUE
9658,TRUE,143,比奇省,1087,606,左方,神秘学者,0,TRUE
4798,TRUE,143,比奇省,1107,562,右下,救伤劳工,"1107,562;1092,546;1097,542;1080,525;1073,532;1062,521;1059,524;1058,523;1061,520;1072,531;1079,524;1096,541;1092,547;1103,557",TRUE
4801,TRUE,143,比奇省,1146,626,右下,马夫01,"1146,626;1138,634;1181,677;1190,668;1181,678;1138,635;1146,625",TRUE
6708,TRUE,143,比奇省,1041,652,右下,比奇挑夫,"1041,652;1065,654;1093,625;1090,626;1064,653;1057,648;1041,652",TRUE
6712,TRUE,143,比奇省,1095,591,右下,比奇骑兵,"1095,591;1043,540;1034,550;1086,601",TRUE
6712,TRUE,143,比奇省,1114,628,右下,比奇骑兵,"1114,628;1173,688;1182,679;1123,620",TRUE
6781,TRUE,143,比奇省,1058,661,右下,卫士02,"1058,661;1029,690;1027,689;1057,660",TRUE
6781,TRUE,143,比奇省,990,727,右下,卫士02,"990,727;1005,710;1007,712;991,728",TRUE
6800,TRUE,143,比奇省,1151,554,右下,挑夫01,"1151,554;1167,543;1199,574;1162,611;1146,611;1120,585;1151,553",TRUE
8516,TRUE,143,比奇省,1022,612,右下,搬运工02,"1022,612;994,639;1028,674;1052,641;1022,611",TRUE
8517,TRUE,143,比奇省,1124,575,右下,搬运工03,"1124,575;1112,563;1146,524;1138,514;1138,515;1146,525;1129,544;1129,544;1110,563",TRUE
8518,TRUE,143,比奇省,1128,605,右下,大婶01,"1128,605;1134,599;1155,621;1160,617;1185,644;1168,661;1124,617;1124,606",TRUE
6097,TRUE,143,比奇省,1105,633,右下,攻城哨探,0,TRUE
6160,FALSE,143,比奇省,1110,602,下方,玛法特使,0,TRUE
6699,TRUE,143,比奇省,877,755,下方,难民尸体01,0,TRUE
6699,TRUE,143,比奇省,878,756,下方,难民尸体01,0,TRUE
6699,TRUE,143,比奇省,882,745,下方,难民尸体01,0,TRUE
6699,TRUE,143,比奇省,887,758,下方,难民尸体01,0,TRUE
6700,TRUE,143,比奇省,839,738,下方,难民尸体02,0,TRUE
6703,TRUE,143,比奇省,1097,526,下方,平民02,0,TRUE
6703,TRUE,143,比奇省,1098,527,下方,平民02,0,TRUE
6703,TRUE,143,比奇省,1121,511,下方,平民02,0,TRUE
6703,TRUE,143,比奇省,1125,552,下方,平民02,0,TRUE
6703,TRUE,143,比奇省,1126,551,下方,平民02,0,TRUE
6703,TRUE,143,比奇省,1156,678,下方,平民02,0,TRUE
6704,TRUE,143,比奇省,1027,553,下方,平民3,0,TRUE
6704,TRUE,143,比奇省,1135,520,下方,平民3,0,TRUE
6704,TRUE,143,比奇省,1143,617,下方,平民3,0,TRUE
6704,TRUE,143,比奇省,1147,588,下方,平民3,0,TRUE
6711,TRUE,143,比奇省,1187,533,下方,信差,0,TRUE
6729,TRUE,143,比奇省,869,752,下方,难民尸体03,0,TRUE
6729,TRUE,143,比奇省,869,759,下方,难民尸体03,0,TRUE
6729,TRUE,143,比奇省,881,742,下方,难民尸体03,0,TRUE
6730,TRUE,143,比奇省,872,751,下方,难民尸体04,0,TRUE
6730,TRUE,143,比奇省,885,758,下方,难民尸体04,0,TRUE
6731,TRUE,143,比奇省,864,745,下方,难民尸体05,0,TRUE
6731,TRUE,143,比奇省,866,743,下方,难民尸体05,0,TRUE
6732,TRUE,143,比奇省,850,751,下方,难民尸体06,0,TRUE
6732,TRUE,143,比奇省,857,737,下方,难民尸体06,0,TRUE
6732,TRUE,143,比奇省,858,735,下方,难民尸体06,0,TRUE
6732,TRUE,143,比奇省,860,735,下方,难民尸体06,0,TRUE
6732,TRUE,143,比奇省,867,767,下方,难民尸体06,0,TRUE
7167,TRUE,143,比奇省,1097,547,下方,地脉使者02,0,TRUE
6132,TRUE,144,比奇矿区,1053,195,下方,高老头02,0,TRUE
6741,TRUE,144,比奇矿区,1057,194,左下,飞虎,0,TRUE
6742,TRUE,144,比奇矿区,1051,189,左下,小飞,0,TRUE
6750,TRUE,144,比奇矿区,1053,190,左下,藏剑,0,TRUE
8468,TRUE,144,比奇矿区,1055,192,左下,药不灵,0,TRUE
8469,TRUE,144,比奇矿区,1062,190,右下,金不换,0,TRUE
8471,TRUE,144,比奇矿区,1036,160,左下,卫兵3,0,TRUE
8471,TRUE,144,比奇矿区,1043,153,右上,卫兵3,0,TRUE
8470,TRUE,144,比奇矿区,1216,312,下方,流浪武士01,0,TRUE
4767,TRUE,145,沃玛森林,897,493,右方,劳工1,0,TRUE
4769,TRUE,145,沃玛森林,900,471,右方,平民10,0,TRUE
4770,TRUE,145,沃玛森林,888,491,下方,平民2,0,TRUE
6724,TRUE,145,沃玛森林,873,478,左下,弓箭卫士,0,TRUE
6724,TRUE,145,沃玛森林,877,473,右上,弓箭卫士,0,TRUE
6724,TRUE,145,沃玛森林,901,464,下方,弓箭卫士,0,TRUE
6724,TRUE,145,沃玛森林,896,461,左方,弓箭卫士,0,TRUE
6724,TRUE,145,沃玛森林,908,481,左方,弓箭卫士,0,TRUE
6724,TRUE,145,沃玛森林,908,474,上方,弓箭卫士,0,TRUE
6724,TRUE,145,沃玛森林,899,496,右上,弓箭卫士,0,TRUE
6724,TRUE,145,沃玛森林,891,499,左上,弓箭卫士,0,TRUE
6751,TRUE,145,沃玛森林,892,466,上方,凤婆,0,TRUE
6752,TRUE,145,沃玛森林,883,487,左下,包欣,0,TRUE
6753,TRUE,145,沃玛森林,885,472,左上,宫婉,0,TRUE
6754,TRUE,145,沃玛森林,899,488,右下,灵湖,0,TRUE
6755,TRUE,145,沃玛森林,888,523,左上,汪伯,0,TRUE
6756,TRUE,145,沃玛森林,879,525,右上,小虾,0,TRUE
6757,TRUE,145,沃玛森林,874,485,下方,阿碧,0,TRUE
6758,TRUE,145,沃玛森林,1032,572,下方,大刀卫兵,0,TRUE
6760,TRUE,145,沃玛森林,894,482,下方,蒙武,0,TRUE
6798,TRUE,145,沃玛森林,889,482,左下,老兵01,0,TRUE
8481,TRUE,145,沃玛森林,869,294,左下,巫婆01,0,TRUE
8482,TRUE,145,沃玛森林,1139,349,下方,湖中仙女,0,TRUE
8483,TRUE,145,沃玛森林,1003,652,左下,盲眼女人,0,TRUE
8484,TRUE,145,沃玛森林,1071,638,左上,樵夫阿大,0,TRUE
8485,TRUE,145,沃玛森林,897,311,右方,樵夫阿小,0,TRUE
8486,TRUE,145,沃玛森林,817,354,左下,鹰卫侍从,0,TRUE
6761,TRUE,146,沃玛寺庙一层,983,521,左下,小潘,0,TRUE
4802,TRUE,147,盟重省,966,554,右方,农户01,"966,554;976,553;976,537;982,537;982,535;989,527;989,521;970,540;970,551;966,554;976,552;976,536;982,536;982,534;989,526;989,520;970,541;970,550;966,553",TRUE
8518,TRUE,147,盟重省,954,496,右方,大婶01,"954,496;960,502;966,503;994,531;994,540;994,532;966,504;960,503;954,497",TRUE
4769,TRUE,147,盟重省,972,504,右方,平民10,0,TRUE
4770,TRUE,147,盟重省,939,557,右方,平民2,0,TRUE
4770,TRUE,147,盟重省,950,563,右上,平民2,0,TRUE
4773,TRUE,147,盟重省,940,517,右上,网络文明宣传员,0,TRUE
4791,TRUE,147,盟重省,946,510,右下,彩蝶,0,TRUE
4792,TRUE,147,盟重省,952,528,右下,神秘老人,0,TRUE
4795,TRUE,147,盟重省,933,531,左下,神秘剑客,0,TRUE
4800,TRUE,147,盟重省,1025,518,右下,浣纱娘01,0,TRUE
6101,TRUE,147,盟重省,937,531,右下,讲古老人,0,TRUE
6103,TRUE,147,盟重省,958,545,右下,阿富01,0,TRUE
6106,TRUE,147,盟重省,954,537,右方,阿贵01,0,TRUE
6108,TRUE,147,盟重省,905,763,左下,黑市盐商,0,TRUE
6109,TRUE,147,盟重省,919,342,左下,货栈总管,0,TRUE
6112,TRUE,147,盟重省,935,533,右下,雷七道01,0,TRUE
6114,TRUE,147,盟重省,917,745,左下,神秘法师,0,TRUE
6126,TRUE,147,盟重省,925,541,左下,金家铁匠,0,TRUE
6128,TRUE,147,盟重省,925,524,左方,江湖侠客,0,TRUE
6142,TRUE,147,盟重省,866,574,左下,蒙剑,0,TRUE
6146,TRUE,147,盟重省,839,543,右下,小殊,0,TRUE
6146,TRUE,147,盟重省,746,966,左下,小殊,0,TRUE
6152,TRUE,147,盟重省,915,514,左下,龙飞,0,TRUE
6155,TRUE,147,盟重省,953,527,右下,玛法武士,0,TRUE
6162,TRUE,147,盟重省,954,546,右上,姬妙手,0,TRUE
6169,TRUE,147,盟重省,722,998,下方,常百草,0,TRUE
6188,TRUE,147,盟重省,919,539,下方,金九月,0,TRUE
6192,TRUE,147,盟重省,938,551,左下,碧橙,0,TRUE
6194,TRUE,147,盟重省,952,544,右上,印十月,0,TRUE
6212,TRUE,147,盟重省,950,530,右下,雷九道01,0,TRUE
6239,TRUE,147,盟重省,943,521,右方,千仁往,0,TRUE
6242,TRUE,147,盟重省,884,517,左方,哨探,0,TRUE
6242,TRUE,147,盟重省,931,529,左方,哨探,0,TRUE
6252,TRUE,147,盟重省,886,519,左下,游吟诗人,0,TRUE
6254,TRUE,147,盟重省,930,544,左下,阿诗,0,TRUE
6597,TRUE,147,盟重省,928,542,左下,传承祭司,0,TRUE
6274,TRUE,147,盟重省,942,526,右下,沙城供奉,0,TRUE
6275,TRUE,147,盟重省,900,534,左下,道真,0,TRUE
6294,TRUE,147,盟重省,944,524,右下,学宫侍从,0,TRUE
6301,TRUE,147,盟重省,940,528,右下,镇魔守将01,0,TRUE
6307,TRUE,147,盟重省,955,525,右下,公会通缉,0,TRUE
6311,TRUE,147,盟重省,930,516,左上,活动大使01,0,TRUE
6350,TRUE,147,盟重省,869,575,左下,星移,0,TRUE
6350,TRUE,147,盟重省,889,523,左下,星移,0,TRUE
6370,FALSE,147,盟重省,934,513,上方,武官,0,TRUE
6371,TRUE,147,盟重省,918,531,左上,孟叔,0,TRUE
6387,TRUE,147,盟重省,927,508,右上,道哥,0,TRUE
6402,TRUE,147,盟重省,916,541,下方,神圣天师官,0,TRUE
6412,TRUE,147,盟重省,887,521,左下,月灵香31,0,TRUE
6412,TRUE,147,盟重省,722,936,下方,月灵香31,0,TRUE
6413,TRUE,147,盟重省,657,856,左下,刀妹31,0,TRUE
6416,TRUE,147,盟重省,932,514,左上,狼头31,0,TRUE
6426,TRUE,147,盟重省,929,527,左下,淬炼童子,0,TRUE
6430,TRUE,147,盟重省,926,520,左方,阿布,0,TRUE
6434,TRUE,147,盟重省,931,515,左上,博文,0,TRUE
6441,TRUE,147,盟重省,911,545,下方,游叔,0,TRUE
6460,TRUE,147,盟重省,920,530,左上,驯魔者,0,TRUE
6476,TRUE,147,盟重省,903,537,左下,鹏仔,0,TRUE
6493,TRUE,147,盟重省,923,539,下方,玛法游学者,0,TRUE
6500,TRUE,147,盟重省,947,534,右下,魏隆悟,0,TRUE
6514,TRUE,147,盟重省,925,506,右上,修罗使者,0,TRUE
6520,TRUE,147,盟重省,890,524,左下,炼符老人,0,TRUE
6531,TRUE,147,盟重省,949,532,右下,雷云鹏,0,TRUE
6574,TRUE,147,盟重省,962,477,左下,史娘,0,TRUE
6575,TRUE,147,盟重省,966,481,左下,曹叔,0,TRUE
6586,TRUE,147,盟重省,948,522,右方,命运使01,0,TRUE
6662,TRUE,147,盟重省,587,857,左下,白玉兰,0,TRUE
6697,TRUE,147,盟重省,938,558,左上,叫卖者,0,TRUE
6698,TRUE,147,盟重省,939,559,右下,平民07,0,TRUE
6723,TRUE,147,盟重省,1028,555,左上,卫士01,0,TRUE
6723,TRUE,147,盟重省,1033,550,左上,卫士01,0,TRUE
6723,TRUE,147,盟重省,885,502,右下,卫士01,0,TRUE
6723,TRUE,147,盟重省,896,491,右下,卫士01,0,TRUE
6723,TRUE,147,盟重省,962,499,左上,卫士01,0,TRUE
6723,TRUE,147,盟重省,935,493,左上,卫士01,0,TRUE
6724,TRUE,147,盟重省,899,514,右下,弓箭卫士,0,TRUE
6724,TRUE,147,盟重省,905,509,右下,弓箭卫士,0,TRUE
6724,TRUE,147,盟重省,973,518,左下,弓箭卫士,0,TRUE
6724,TRUE,147,盟重省,977,523,左下,弓箭卫士,0,TRUE
6724,TRUE,147,盟重省,923,501,左上,弓箭卫士,0,TRUE
